,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,State,ZipCode,Neighborhood,Latitude,Longitude,ListOfAllPropertyUseTypes,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,YearsENERGYSTARCertified,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SourceEUI(kBtu/sf),SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity
1216,24218,2016,NonResidential,Warehouse,Dutch Boy Building,3414 4th Ave. So.,WA,98134.0,GREATER DUWAMISH,47.57294,-122.32811000000001,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1952.0,1.0,1.0,39600.0,0.0,39600.0,39600.0,,,82.5,10.849999905,34.099999235,430101.70314999996,0.0,430111.0,0.0,2.995,0.05
1217,24219,2016,NonResidential,Warehouse,SB Warehouse,3434 4th Avenue S,WA,98134.0,GREATER DUWAMISH,47.57199,-122.32811000000001,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1952.0,1.0,1.0,39600.0,0.0,39600.0,39600.0,,,91.5,11.150000095,29.29999962,442185.95314999996,0.0,333101.5,109091.5,8.115,0.185
1218,24225,2016,NonResidential,Distribution Center,2900,2900 4th ave. so.,WA,98134.0,GREATER DUWAMISH,47.57747,-122.32843999999999,Distribution Center,Distribution Center,,,,1937.0,1.0,1.0,41248.0,0.0,41248.0,41430.0,,,36.5,26.64999962,73.950000765,1102751.4375,0.0,912500.5,190269.5,16.47,0.35
1219,24227,2016,NonResidential,Other,2960 4th Ave S (Old Pacific Industrial Supply),2960 4th Ave S,WA,98134.0,GREATER DUWAMISH,47.57587,-122.32789,"Other, Retail Store",Other,Retail Store,,,2009.0,1.0,1.0,36400.0,0.0,36400.0,21400.0,15000.0,,,42.949999235,91.650000765,1563047.375,0.0,811288.0,751776.5,45.584999999999994,1.205
1220,24240,2016,NonResidential,Other,WEST,4427 CALIFORNIA AVE SW,WA,98116.0,SOUTHWEST,47.56398,-122.38727,Other,Other,,,,1920.0,1.0,1.0,31332.0,0.0,31332.0,31332.0,,,,115.15,361.60000305000005,3608220.125,0.0,3608295.5,0.0,25.155,0.555
1221,24244,2016,NonResidential,Worship Facility,West Side Presbyterian Church,3601 California Ave SW,WA,98116.0,SOUTHWEST,47.57177,-122.38716000000001,Worship Facility,Worship Facility,,,,1948.0,1.0,2.0,35864.0,0.0,35864.0,35864.0,,,75.0,34.30000038,63.40000038,1231131.25,0.0,469886.5,761254.5,43.705,1.19
1222,24250,2016,NonResidential,Worship Facility,St. George Parish,5306 13th Ave. S.,WA,98108.0,GREATER DUWAMISH,47.55464,-122.31576000000001,Worship Facility,Worship Facility,,,,1954.0,1.0,1.0,20484.0,0.0,20484.0,20484.0,,,69.5,40.05000038,53.450000765,820476.8125,0.0,111774.5,708704.5,38.415000000000006,1.86
1223,24252,2016,NonResidential,Medical Office,Springbrook Building,4500 Sandpoint Way NE,WA,98105.0,NORTHEAST,47.66169,-122.28558000000001,Medical Office,Medical Office,,,,1984.0,1.0,4.0,45264.0,17622.0,27642.0,21743.0,,,6.0,81.549999235,255.95000305,1772199.125,0.0,1772234.5,0.0,12.355,0.19
1224,24253,2016,NonResidential,Medical Office,Springbrook Building LLC 4540,4540 Sandpoint Way NE,WA,98105.0,NORTHEAST,47.661590000000004,-122.28606,Medical Office,Medical Office,,,,1987.0,1.5,4.0,36932.0,14576.0,22356.0,27642.0,,,,101.39999845,318.34999389999996,2802705.375,0.0,2802762.5,0.0,19.54,0.365
1225,24259,2016,NonResidential,Other,Seattle Medical Post Acute Care,555 16th Ave,WA,98122.0,CENTRAL,47.60775,-122.31198,Other/Specialty Hospital,Other/Specialty Hospital,,,,1973.0,1.0,4.0,45082.0,0.0,45082.0,45082.0,,,,99.4,236.30000155,4481434.25,0.0,2845131.5,1636361.5,106.74000000000001,2.23
1226,24270,2016,NonResidential,Worship Facility,Phinney Ridge Lutheran Church,7500 Greenwood Ave N,WA,98103.0,NORTHWEST,47.68351,-122.35481999999999,Worship Facility,Worship Facility,,,,1951.0,0.5,2.0,41600.0,0.0,41600.0,41600.0,,,59.0,28.65000038,64.8,1192298.625,0.0,690754.5,501558.0,31.455,0.72
1227,24274,2016,NonResidential,Small- and Mid-Sized Office,Bonneville International,1820 East Lake Ave,WA,98102.0,LAKE UNION,47.635670000000005,-122.32522,Office,Office,,,,1960.0,1.0,2.0,34110.0,0.0,34110.0,34110.0,,,31.0,75.099998475,235.8,2561735.75,0.0,2561788.5,0.0,17.855,0.36
1228,24332,2016,NonResidential,Warehouse,4th&Forest,422 South Forest,WA,98116.0,GREATER DUWAMISH,47.57798,-122.32783,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,,,1970.0,1.0,1.0,23750.0,0.0,23750.0,19430.0,1470.0,,,25.4,79.749999235,530856.09375,0.0,530867.5,0.0,3.705,0.105
1229,24333,2016,NonResidential,Warehouse,South Seattle Building,2757 6th Avenue South,WA,98134.0,GREATER DUWAMISH,47.57832,-122.32648999999999,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,,,1970.0,1.0,1.0,43390.0,0.0,43390.0,36430.0,6960.0,,88.0,11.900000095,37.349999235,516243.90625,0.0,516254.5,0.0,3.6,0.06
1230,24344,2016,NonResidential,Warehouse,WES 2233 LLC,2233 Sixth Ave. So.,WA,98134.0,GREATER DUWAMISH,47.58238,-122.32718999999999,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1959.0,1.0,1.0,35400.0,0.0,35400.0,35400.0,,,77.5,11.79999981,33.00000019,417782.34375,0.0,348804.5,68986.5,6.095,0.14500000000000002
1231,24348,2016,NonResidential,Distribution Center,Stoneway,1924 4th Ave S,WA,98104.0,GREATER DUWAMISH,47.58517,-122.32853,"Distribution Center, Office",Distribution Center,Office,,,1966.0,1.0,1.0,28144.0,0.0,28144.0,22201.0,6087.0,,24.5,28.49999981,84.999998475,805571.0,0.0,745812.5,59772.5,8.375,0.245
1232,24351,2016,NonResidential,Warehouse,Pacific Coast Feather Corporate Office and Warehouse,1964 4th AVe S,WA,98199.0,GREATER DUWAMISH,47.5842,-122.32826000000001,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,,,1916.0,1.0,3.0,71283.0,0.0,71283.0,57910.0,13373.0,,42.5,33.850000765,92.000001525,2414192.125,0.0,1925839.0,488393.0,39.365,0.495
1233,24354,2016,NonResidential,Warehouse,1760 4th Avenue South,1760 4th Avenue South,WA,98134.0,GREATER DUWAMISH,47.58661,-122.3281,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,,,1989.0,1.0,1.0,23792.0,0.0,23792.0,22992.0,800.0,,,117.70000074999999,369.49999694999997,2799878.375,0.0,2799935.0,0.0,19.515,0.575
1234,24356,2016,NonResidential,Small- and Mid-Sized Office,1550 4th Ave S,1550 4th Ave S,WA,98134.0,GREATER DUWAMISH,47.58895,-122.32833000000001,"Office, Parking",Office,Parking,,,1979.0,1.0,2.0,47368.0,0.0,47368.0,47368.0,0.0,,96.0,31.95,84.599999235,1502378.8125,0.0,1149416.5,352989.0,26.759999999999998,0.505
1235,24358,2016,NonResidential,Mixed Use Property,R&K Foods/RE-PC/Brinks,1563 6th Ave S,WA,98134.0,GREATER DUWAMISH,47.58874,-122.32661999999999,"Food Service, Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,Food Service,Retail Store,,1931.0,1.0,1.0,46183.0,0.0,46183.0,18871.0,14000.0,13312.0,,42.000000764999996,115.79999925000001,1939759.75,0.0,1583704.5,356088.0,29.955,0.5700000000000001
1236,24359,2016,NonResidential,Small- and Mid-Sized Office,Jefferson Building,1401 East Jeffrson Street,WA,98122.0,CENTRAL,47.605920000000005,-122.31367,"Office, Parking",Office,Parking,,,1984.0,1.0,5.0,72613.0,22788.0,49825.0,49825.0,22788.0,,84.5,51.35000038,141.85000155,2559644.375,0.0,2096418.5,463270.0,39.22,0.48
1238,24375,2016,SPS-District K-12,K-12 School,Hawthorne Elementary,4100 39th Ave. S.,WA,98118.0,SOUTHEAST,47.565909999999995,-122.28339,K-12 School,K-12 School,,,2016,1989.0,1.0,3.0,51672.0,0.0,51672.0,51672.0,,,96.0,29.54999962,80.10000152500001,1527540.1875,0.0,1212121.5,315443.5,25.200000000000003,0.435
1239,24376,2016,Nonresidential COS,Medical Office,SE Seattle Community Health Center,4400 37th Ave S,WA,98118.0,SOUTHEAST,47.56364,-122.28572,"Medical Office, Office",Medical Office,Office,,,1990.0,1.0,2.0,38352.0,11082.0,27270.0,19987.0,7505.0,,38.0,76.249998475,239.44999695,2096222.875,0.0,2096266.0,0.0,14.614999999999998,0.265
1240,24381,2016,Nonresidential COS,Mixed Use Property,Rainier Community Center,4630 38th Ave S,WA,98118.0,SOUTHEAST,47.56214,-122.28143,"Fitness Center/Health Club/Gym, Office, Other - Recreation",Fitness Center/Health Club/Gym,Other - Recreation,Office,,1995.0,1.0,1.0,28425.0,0.0,28425.0,14081.0,12824.0,1479.0,,87.749998475,181.69999695,2489834.875,0.0,1217026.0,1272834.0,76.08500000000001,2.58
1241,24406,2016,NonResidential,Other,Mini Cooper Car Dealership (ID24406),11550 LAKE CITY WAY NE,WA,98125.0,NORTH,47.7139,-122.29794,Automobile Dealership,Automobile Dealership,,,,2009.0,1.0,3.0,35115.0,0.0,35115.0,35115.0,,,,54.59999962,153.55,1917190.125,0.0,1616695.0,300530.5,27.235,0.67
1242,24415,2016,NonResidential,Mixed Use Property,Aurora Improvements,9401 Aurora Ave N,WA,98103.0,NORTHWEST,47.697340000000004,-122.34638999999999,"Distribution Center, Non-Refrigerated Warehouse, Office, Other - Education, Parking",Other - Education,Distribution Center,Non-Refrigerated Warehouse,,1972.0,1.0,1.0,66704.0,0.0,66704.0,23904.0,18500.0,18500.0,,9.0,17.20000038,599953.4375,0.0,246642.0,353316.0,20.485,0.3
1243,24418,2016,Nonresidential COS,Warehouse,Technical Metering Operations,1133 N 100th St,WA,98103.0,NORTHWEST,47.70117,-122.34284,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,,,1969.0,1.0,1.0,25658.0,0.0,25658.0,18854.0,6804.0,,,41.5,110.0,1063960.125,0.0,815633.0,248327.0,18.87,0.74
1244,24435,2016,NonResidential,Small- and Mid-Sized Office,10th Ave.,1423 10th Ave E,WA,98122.0,EAST,47.61345,-122.3198,"Office, Other",Office,Other,,,1907.0,1.0,2.0,36000.0,0.0,36000.0,27600.0,8400.0,,94.5,29.350000190000003,78.049998475,1056544.3125,0.0,813552.5,243009.0,18.575,0.46499999999999997
1245,24448,2016,NonResidential,Mixed Use Property,"Automobili Italiane, Inc.",1401 12th Avenue,WA,98122.0,EAST,47.613240000000005,-122.31723999999998,"Parking, Retail Store",Parking,Retail Store,,,1913.0,1.0,1.0,36000.0,0.0,36000.0,18000.0,18000.0,,60.0,63.399999235,154.69999695,1140921.0625,0.0,758975.0,381962.0,25.58,0.665
1246,24451,2016,NonResidential,Warehouse,LOFT BUILDING,1512 11TH AVE,WA,98122.0,EAST,47.614670000000004,-122.31777,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1915.0,1.0,2.0,43200.0,0.0,43200.0,43200.0,,,31.5,47.55000038,114.70000155,2052508.25,0.0,1339775.0,712764.5,47.195,1.015
1247,24458,2016,NonResidential,Small- and Mid-Sized Office,Turner,830 4th Ave. South,WA,98134.0,GREATER DUWAMISH,47.595009999999995,-122.32852,"Office, Parking",Office,Parking,,,1913.0,1.0,4.0,53840.0,12870.0,40970.0,42800.0,10400.0,,70.5,67.05,183.75000305,2870136.375,0.0,2321061.5,549122.5,45.345,0.75
1248,24461,2016,NonResidential,Retail Store,Outdoor Emporium,1701 4th Ave S,WA,98134.0,GREATER DUWAMISH,47.58801,-122.32943999999999,"Office, Retail Store",Retail Store,Office,,,1975.0,1.0,1.0,43794.0,0.0,43794.0,34038.0,9756.0,,87.0,26.05000019,68.799999235,1139778.875,0.0,868790.5,271007.5,20.45,0.42500000000000004
1249,24472,2016,NonResidential,Warehouse,Old Pipe Building,3223 3rd Ave S,WA,98134.0,GREATER DUWAMISH,47.574659999999994,-122.33089,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,,,1968.0,1.0,1.0,48280.0,0.0,48280.0,40780.0,7500.0,,22.5,49.7,110.74999844999999,2397422.375,0.0,1353661.5,1043788.0,64.87,1.285
1250,24473,2016,NonResidential,Distribution Center,Seattle Textile Company,3434 2nd Avenue South,WA,98134.0,GREATER DUWAMISH,47.57258,-122.33058999999999,"Distribution Center, Office",Distribution Center,Office,,,1954.0,1.0,1.0,36040.0,0.0,36040.0,31476.0,4564.0,,,10.05000019,24.60000038,361926.59375,0.0,242253.5,119678.0,8.045,0.20500000000000002
1251,24479,2016,NonResidential,Supermarket / Grocery Store,Safeway 0423 - 35th Ave,7340 35th Ave NE,WA,98115.0,NORTHEAST,47.68269,-122.28912,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,Parking,,,1965.0,1.0,1.0,32822.0,0.0,32822.0,35042.0,0.0,,42.5,256.60000155,591.85,8991788.0,0.0,5405895.0,3586005.0,228.135,6.595000000000001
1253,24484,2016,NonResidential,Worship Facility,Messiah Lutheran Church,7050 35th NE,WA,98115.0,NORTHEAST,47.680609999999994,-122.29002,Worship Facility,Worship Facility,,,,1950.0,1.0,2.0,20385.0,0.0,20385.0,20385.0,,,65.0,39.85000038,61.899999235,812704.90625,0.0,195156.0,617553.5,34.16,1.6549999999999998
1254,24485,2016,NonResidential,Worship Facility,Sand Point Community Church,4710 NE 70th St,WA,98115.0,NORTHEAST,47.679840000000006,-122.27739,Worship Facility,Worship Facility,,,,1946.0,1.0,1.0,24295.0,0.0,24295.0,24295.0,,,52.0,8.9499998095,28.149999809999997,217799.0,0.0,217803.5,0.0,1.52,0.04
1255,24488,2016,NonResidential,Small- and Mid-Sized Office,Hawthorne Hills Professional Center,4020 NE 55th St.,WA,98105.0,NORTHEAST,47.66888,-122.28333,Office,Office,,,,1967.0,1.0,2.0,20317.0,0.0,20317.0,20317.0,,,81.5,31.450000189999997,98.7,638669.65625,0.0,638683.0,0.0,4.455,0.15
1256,24493,2016,NonResidential,Supermarket / Grocery Store,Metropolitan Market,5250 40th Ave NE,WA,98105.0,NORTHEAST,47.668240000000004,-122.28393999999999,Supermarket/Grocery Store,Supermarket/Grocery Store,,,,1973.0,1.0,1.0,24377.0,0.0,24377.0,24377.0,,,6.5,399.40000305,912.3999938999999,9735878.0,0.0,5751152.0,3984846.5,251.725,9.815
1257,24513,2016,NonResidential,Other,Oak Tree 6,10006 Aurora Ave N,WA,98113.0,NORTHWEST,47.70197,-122.34218999999999,Movie Theater,Movie Theater,,,,1986.0,1.0,1.0,33392.0,0.0,33392.0,33392.0,,,,84.35,264.75,2815514.375,0.0,2815573.0,0.0,19.63,0.40499999999999997
1258,24514,2016,NonResidential,Supermarket / Grocery Store,OAKTREE PLAZA ASSOC,10002 AURORA AVE N,WA,98133.0,NORTHWEST,47.70224,-122.34409,Supermarket/Grocery Store,Supermarket/Grocery Store,,,,1986.0,0.5,1.0,45155.0,0.0,45155.0,45155.0,,,6.0,149.00000154999998,356.5500061,6728069.75,0.0,4322843.5,2405317.0,157.88,3.285
1259,24531,2016,NonResidential,Warehouse,Kenyon Industrial Park Building D,7951 Second Avenue South,WA,98108.0,GREATER DUWAMISH,47.5316,-122.333,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1966.0,1.0,1.0,32000.0,0.0,32000.0,32040.0,,,29.5,50.849998475,116.69999845000001,1629324.25,0.0,970562.5,658768.5,41.755,1.2850000000000001
1260,24532,2016,NonResidential,Warehouse,Kenyon Industrial Park Building B,121 S Kenyon Street,WA,98108.0,GREATER DUWAMISH,47.5316,-122.333,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1970.0,1.0,1.0,44000.0,0.0,44000.0,45449.0,,,14.0,96.64999847499999,151.69999845,4391732.75,0.0,1092314.5,3299439.5,182.85,4.105
1261,24534,2016,NonResidential,Warehouse,Kenyon Business Park Building A,7900 Occidental Avenue South,WA,98108.0,GREATER DUWAMISH,47.5316,-122.333,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1973.0,1.0,1.0,36000.0,0.0,36000.0,36000.0,,,41.5,75.8,113.8,2729449.25,0.0,589534.0,2139929.5,117.76,3.23
1262,24536,2016,NonResidential,Warehouse,Cloverdale Business Park Building A,309 S Cloverdale Street,WA,98108.0,GREATER DUWAMISH,47.525490000000005,-122.33063999999999,"Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,Retail Store,,,1979.0,1.0,1.0,31360.0,0.0,31360.0,29640.0,1460.0,,,42.349999235,85.850000765,1318271.125,0.0,615472.0,702811.5,41.620000000000005,1.285
1263,24537,2016,NonResidential,Warehouse,Cloverdale Business Park Building B,309 South Cloverdale Street,WA,98108.0,GREATER DUWAMISH,47.525490000000005,-122.33063999999999,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,,,1979.0,1.0,1.0,33320.0,0.0,33320.0,32200.0,1200.0,,,68.75,149.19999845,2296727.0,0.0,1230560.5,1066190.5,65.2,1.88
1264,24538,2016,NonResidential,Warehouse,Cloverdale Business Park Building C,309 South Cloverdale Street,WA,98108.0,GREATER DUWAMISH,47.525490000000005,-122.33063999999999,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1979.0,1.0,1.0,48020.0,0.0,48020.0,47800.0,,,72.0,48.30000038,112.64999925000001,2307058.625,0.0,1416669.5,890417.5,57.17,1.13
1265,24539,2016,NonResidential,Warehouse,Cloverdale Business Park Building E,309 South Cloverdale Street,WA,98108.0,GREATER DUWAMISH,47.525490000000005,-122.33063999999999,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1979.0,1.0,1.0,27420.0,0.0,27420.0,27850.0,,,53.5,41.35000038,82.2,1151516.125,0.0,516729.0,634798.0,37.315,1.3199999999999998
1267,24560,2016,NonResidential,K-12 School,Our Lady of the Lake School,3520 NE 89th St.,WA,98115.0,NORTHEAST,47.693999999999996,-122.28967,K-12 School,K-12 School,,,,1949.0,1.0,2.0,43645.0,0.0,43645.0,37000.0,,,67.0,56.5,90.849999235,2090011.1875,0.0,558703.5,1531320.5,85.225,1.9249999999999998
1268,24563,2016,NonResidential,Retail Store,Store #5216_8500 35Th Avenue Ne,8500 35Th Avenue Ne,WA,98115.0,NORTHEAST,47.69066,-122.29023000000001,Retail Store,Retail Store,,,,1952.0,1.0,1.0,26853.0,0.0,26853.0,20360.0,,,65.5,70.049998475,196.64999845,1425933.375,0.0,1199685.0,226274.0,20.380000000000003,0.66
1269,24579,2016,NonResidential,Other,SODO Park Bldg,3200 1st ave south,WA,98134.0,GREATER DUWAMISH,47.575070000000004,-122.33349,"Office, Other, Parking, Retail Store",Other,Office,Retail Store,,1916.0,1.5,1.0,27760.0,0.0,27760.0,19715.0,12000.0,6000.0,,68.849999235,120.94999925,2597140.25,0.0,878075.5,1719084.0,97.41999999999999,3.4349999999999996
1270,24581,2016,NonResidential,Other,SODO,3228 1st Ave S,WA,98134.0,GREATER DUWAMISH,47.57459,-122.3339,"Fast Food Restaurant, Other, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,Other,Fast Food Restaurant,,1937.0,1.0,1.0,20975.0,0.0,20975.0,13144.0,6600.0,1070.0,,14.80000038,40.649999235,307853.34375,0.0,250272.5,57586.0,4.8,0.20500000000000002
1271,24585,2016,NonResidential,Other,Gorlick's Distribution Center,2944 1st Ave S,WA,98134.0,GREATER DUWAMISH,47.576190000000004,-122.3339,Other,Other,,,,1918.0,1.0,1.0,26075.0,0.0,26075.0,26075.0,,,,60.30000038,176.65000305,1572146.375,0.0,1414041.0,158134.0,18.255000000000003,0.585
1272,24587,2016,NonResidential,Warehouse,Lander Station Business Park,151 S. Lander St,WA,98134.0,GREATER DUWAMISH,47.57881,-122.33273,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,,,1992.0,1.0,1.0,29394.0,0.0,29394.0,29394.0,16902.0,,58.5,32.549999235,86.800001525,1507995.375,0.0,1164585.0,343435.0,26.36,0.81
1273,24589,2016,NonResidential,Warehouse,A2A LLC,2710 1st Ave S,WA,98134.0,GREATER DUWAMISH,47.579409999999996,-122.3336,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,,,1926.0,1.0,2.0,20400.0,0.0,20400.0,15000.0,5400.0,,65.5,21.95,48.74999962,447652.0,0.0,250589.0,197068.5,12.215,0.575
1274,24591,2016,NonResidential,Small- and Mid-Sized Office,2724 1st Avenue South,2724 1st Avenue South,WA,98134.0,GREATER DUWAMISH,47.57893,-122.33373999999999,Office,Office,,,,1926.0,1.0,1.0,20460.0,0.0,20460.0,20460.0,,,8.5,97.55000038,306.24999845,1995429.9375,0.0,1995494.0,0.0,13.91,0.355
1275,24593,2016,NonResidential,Self-Storage Facility,1st Ave Self Storage,2400 1st Ave S,WA,98134.0,GREATER DUWAMISH,47.58168,-122.33368999999999,Self-Storage Facility,Self-Storage Facility,,,,1925.0,1.0,2.0,25821.0,0.0,25821.0,25821.0,,,,8.0500001905,25.2,208635.35155000002,0.0,206297.5,2342.0,1.56,0.045
1276,24598,2016,NonResidential,Refrigerated Warehouse,bnr corporation,2250 occidental ave s,WA,98134.0,GREATER DUWAMISH,47.58217,-122.33263000000001,Refrigerated Warehouse,Refrigerated Warehouse,,,,1955.0,1.0,2.0,21870.0,0.0,21870.0,21870.0,,,49.0,49.349999235,155.00000154999998,1079291.6875,0.0,1079314.0,0.0,7.525,0.23500000000000001
1277,24599,2016,NonResidential,Warehouse,SOUTH LANDER BUSINESS PARK,2454 OCCIDENTAL AVE S,WA,98134.0,GREATER DUWAMISH,47.580690000000004,-122.3325,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1988.0,2.0,1.0,51664.0,0.0,51664.0,51664.0,,,,67.950001525,178.64999695,3511234.875,0.0,2653339.0,857952.0,64.065,1.125
1278,24600,2016,NonResidential,Medical Office,Navos Psychiatric Hospital,2600 SW Holden St,WA,98126.0,DELRIDGE,47.53419,-122.36623999999999,Medical Office,Medical Office,,,,1970.0,1.0,1.0,43615.0,0.0,43615.0,43615.0,,,89.0,71.700000765,138.24999695,3126076.75,0.0,1314049.0,1812055.5,105.4,2.3499999999999996
1279,24601,2016,NonResidential,Small- and Mid-Sized Office,Navos Erlick Perez,2600 SW Holden St,WA,98126.0,DELRIDGE,47.53419,-122.36623999999999,Office,Office,,,,1970.0,1.0,3.0,36879.0,0.0,36879.0,16855.0,,,30.5,63.950000765,200.84999845,1078150.75,0.0,1078171.5,0.0,7.52,0.14500000000000002
1280,24602,2016,Nonresidential COS,Other,Southwest Precinct,2300 SW Webster St,WA,98106.0,DELRIDGE,47.535779999999995,-122.36205,"Other, Parking",Other,Parking,,,2002.0,1.0,2.0,28531.0,0.0,28531.0,28303.0,1100.0,,,123.05,278.84999695,3481767.75,0.0,2026522.5,1455287.5,91.41499999999999,3.05
1281,24603,2016,NonResidential,Warehouse,20731-West Seattle / Delridge Way SW,7133 Delridge Way Sw,WA,98106.0,DELRIDGE,47.53846,-122.36175,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1982.0,1.0,2.0,36600.0,0.0,36600.0,43556.0,,,81.5,6.849999952499999,21.500000380000003,298295.70314999996,0.0,298301.5,0.0,2.08,0.04
1282,24604,2016,NonResidential,Mixed Use Property,"West Seattle Venture, LLC",3400 Harbor Ave SW,WA,98126.0,SOUTHWEST,47.57269,-122.37056000000001,"Office, Other",Office,Other,,,2004.0,1.0,5.0,35176.0,0.0,35176.0,14452.0,14452.0,,,34.05,106.90000075,984281.6875,0.0,984301.5,0.0,6.859999999999999,0.135
1284,24624,2016,NonResidential,University,Bastyr Center for Natural Health,3670 Stone Way N,WA,98103.0,LAKE UNION,47.65231,-122.34217,"College/University, Medical Office",College/University,Medical Office,,,1940.0,1.0,2.0,41293.0,15243.0,26050.0,26393.0,15000.0,,,68.349999235,170.50000305,2828571.625,0.0,1955863.5,872749.0,59.985,1.35
1285,24629,2016,NonResidential,Warehouse,Tri-North,5000 1st Ave. S,WA,98134.0,GREATER DUWAMISH,47.557179999999995,-122.33288,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,,,1941.0,1.0,1.0,48890.0,0.0,48890.0,30889.0,18000.0,,47.0,43.0,92.150000765,2101005.75,0.0,1099461.0,1001567.5,60.855000000000004,1.1949999999999998
1286,24630,2016,NonResidential,Small- and Mid-Sized Office,UFCW21 Building,5030 1st Ave South,WA,98134.0,GREATER DUWAMISH,47.55658,-122.33322,Office,Office,,,,2000.0,1.0,3.0,43473.0,0.0,43473.0,43473.0,,,3.0,100.59999925,315.8,4372718.25,0.0,4372808.5,0.0,30.485,0.49
1287,24636,2016,NonResidential,Retail Store,Westwood Village - Building E,2600 SW Barton St,WA,98126.0,DELRIDGE,47.52254,-122.36627,Retail Store,Retail Store,,,,1990.0,1.0,1.0,40265.0,0.0,40265.0,40793.0,,,18.0,91.999998475,279.55,3753593.375,0.0,3570283.5,183384.0,34.629999999999995,0.665
1288,24640,2016,NonResidential,Retail Store,Westwood Village - Building F,2600 SW Barton St,WA,98126.0,DELRIDGE,47.52254,-122.36627,Retail Store,Retail Store,,,,2005.0,1.0,1.0,26208.0,0.0,26208.0,32427.0,,,79.5,47.249999235000004,117.20000074999999,1532461.625,0.0,1048759.0,483724.5,33.0,1.175
1289,24646,2016,Nonresidential COS,Other,Southwest Teen Life Center and Pool,2801 Thistle St,WA,98106.0,DELRIDGE,47.528009999999995,-122.36918,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Other - Technology/Science, Pre-school/Daycare, Swimming Pool",Other - Recreation,Fitness Center/Health Club/Gym,Pre-school/Daycare,,1975.0,0.5,2.0,27227.0,0.0,27227.0,29064.0,8508.0,715.0,,201.55000155,368.1499939,7927962.0,0.0,2944982.5,4983038.5,285.18,10.25
1290,24649,2016,NonResidential,Mixed Use Property,Crown Hill Center,9250 14th Ave NW,WA,98117.0,BALLARD,47.69766,-122.37346000000001,"Food Service, Other, Other - Education, Other - Entertainment/Public Assembly, Other - Recreation, Social/Meeting Hall",Other - Education,Other - Entertainment/Public Assembly,Social/Meeting Hall,,1926.0,1.0,1.0,42172.0,0.0,42172.0,12000.0,11400.0,9100.0,,81.000001525,108.65,3433093.625,0.0,478661.0,2954442.5,160.25,3.775
1291,24653,2016,NonResidential,Retail Store,(ID24653) Greenwood Shopping Center,100 N 85TH ST,WA,98103.0,NORTHWEST,47.69061,-122.35731000000001,Retail Store,Retail Store,,,,1953.0,1.0,1.0,51000.0,0.0,51000.0,51000.0,,,94.5,25.95,77.000000765,1323378.4375,0.0,1213821.5,109582.5,14.280000000000001,0.23
1292,24700,2016,NonResidential,Mixed Use Property,JukeboxCity Building,1946-1952 1st Ave S,WA,98134.0,GREATER DUWAMISH,47.58452,-122.3337,"Other, Other - Entertainment/Public Assembly, Self-Storage Facility",Other,Other - Entertainment/Public Assembly,Self-Storage Facility,,1916.0,1.0,1.0,27000.0,0.0,27000.0,9000.0,9000.0,9000.0,,9.05,28.35000038,243904.70315000002,0.0,243910.5,0.0,1.7000000000000002,0.045
